94,C772,45.412076,-94.057932,I-94: WB @ MN 24,in Clearwater,true,https://video.dot.state.mn.us/video/image/metro/C772
95,C774,45.393779,-94.023435,I-94: EB E of MN 24,near Clearwater,true,https://video.dot.state.mn.us/video/image/metro/C774
96,C777,45.367559,-93.97375,I-94: EB @ Co Rd 8,1 mile east of the Clearwater area,true,https://video.dot.state.mn.us/video/image/metro/C777
97,C786,45.298581,-93.800438,I-94: EB @ MN 25,in Monticello,true,https://video.dot.state.mn.us/video/image/metro/C786
98,C788,45.289022,-93.758236,I-94: EB @ Co Rd 18,near Monticello,true,https://video.dot.state.mn.us/video/image/metro/C788
99,C794,45.251681,-93.683666,I-94: WB E of MnRoad,in Albertville,true,https://video.dot.state.mn.us/video/image/metro/C794
100,C795,45.24085,-93.662403,I-94: EB @ Co Rd 19,in Albertville,true,https://video.dot.state.mn.us/video/image/metro/C795
101,C796,45.238172,-93.64948,I-94: EB @ Co Rd 37,in Albertville,true,https://video.dot.state.mn.us/video/image/metro/C796
102,C799,45.217999,-93.596006,I-94: WB @ MN 241,near Rogers,true,https://video.dot.state.mn.us/video/image/metro/C799
103,C801,45.20405,-93.573154,I-94: EB W of MN 101,in Rogers,true,https://video.dot.state.mn.us/video/image/metro/C801
104,C802,45.194583,-93.552075,I-94: WB @ MN 101,in Rogers,true,https://video.dot.state.mn.us/video/image/metro/C802
105,C803,45.184746,-93.538427,I-94: EB E of MN 101,in Rogers,true,https://video.dot.state.mn.us/video/image/metro/C803
106,C804,45.174317,-93.527225,I-94: WB W Junction of Co Rd 81,near Rogers,true,https://video.dot.state.mn.us/video/image/metro/C804
107,C805,45.161475,-93.5185,I-94: EB @ Brockton Lane,near Dayton,true,https://video.dot.state.mn.us/video/image/metro/C805
108,C806,45.149858,-93.501915,I-94: WB W of 101st Avenue,near Dayton,true,https://video.dot.state.mn.us/video/image/metro/C806
109,C807,45.138091,-93.494681,I-94: EB @ 101st Avenue,near Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C807
110,C808,45.12482,-93.484128,I-94: WB @ 95th Avenue,in Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C808
111,C809,45.111354,-93.471568,I-94: EB @ Elm Creek,in Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C809
112,C810,45.104745,-93.460519,I-94: WB @ Weaver Lake Rd,in Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C810
113,C811,45.091868,-93.446575,I-94: EB @ I-494,in Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C811
114,C812,45.089612,-93.432052,I-94: WB @ Hemlock Lane,near Maple Grove,true,https://video.dot.state.mn.us/video/image/metro/C812
115,C813,45.082884,-93.401934,I-94: EB @ US 169,near Osseo,true,https://video.dot.state.mn.us/video/image/metro/C813
116,C814,45.079794,-93.392319,I-94: EB @ Boone Avenue,near Osseo,true,https://video.dot.state.mn.us/video/image/metro/C814
117,C815,45.077952,-93.372704,I-94: EB @ Co Rd 81,near Brooklyn Park,true,https://video.dot.state.mn.us/video/image/metro/C815
118,C816,45.076186,-93.355781,I-94: EB @ Zane Avenue,near Brooklyn Center,true,https://video.dot.state.mn.us/video/image/metro/C816
119,C817,45.075786,-93.332279,I-94: WB @ Brooklyn Boulevard,in Brooklyn Center,true,https://video.dot.state.mn.us/video/image/metro/C817
120,C818,45.07404,-93.3186,I-94: WB @ Xerxes Avenue,in Brooklyn Center,true,https://video.dot.state.mn.us/video/image/metro/C818
121,C819,45.068856,-93.298833,I-94: EB @ Humboldt Avenue,in Brooklyn Center,true,https://video.dot.state.mn.us/video/image/metro/C819
122,C820,45.05819,-93.287419,I-94: EB @ 57th Avenue,in Brooklyn Center,true,https://video.dot.state.mn.us/video/image/metro/C820
123,C821,45.044019,-93.284752,I-94: EB @ 49th Avenue,in Columbia Heights,true,https://video.dot.state.mn.us/video/image/metro/C821
124,C822,45.03141,-93.287576,I-94: EB @ 42nd Avenue,near Robbinsdale,true,https://video.dot.state.mn.us/video/image/metro/C822
125,C823,45.012971,-93.282736,I-94: WB @ Lowry Avenue,near Robbinsdale,true,https://video.dot.state.mn.us/video/image/metro/C823
126,C824,44.998657,-93.283029,I-94: WB @ Broadway Avenue,near Robbinsdale,true,https://video.dot.state.mn.us/video/image/metro/C824
127,C825,44.988377,-93.288704,I-94: SB @ 7th Street,near Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C825
128,C832,44.964379,-93.2853,I-94: EB @ Hennepin and Lyndale,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C832
129,C833,44.966232,-93.277538,I-94: EB @ Nicollet Ave,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C833
130,C834,44.96597,-93.270185,I-94: WB @ MN 65,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C834
131,C835,44.965644,-93.268747,I-94: WB @ Portland Ave,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C835
132,C836,44.964563,-93.244077,I-94: EB @ Cedar Ave,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C836
133,C837,44.964235,-93.23331,I-94: EB @ Riverside Ave,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C837
133,C837,44.964235,-93.23331,I-94: EB @ Riverside Ave,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C8361
134,C838,44.96708,-93.221521,I-94: WB @ Huron Boulevard,near Lauderdale,true,https://video.dot.state.mn.us/video/image/metro/C838
134,C838,44.96708,-93.221521,I-94: WB @ Huron Boulevard,near Lauderdale,true,https://video.dot.state.mn.us/video/image/metro/C8381
